poop,name,type,year,population,population_percent_change
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",county,2012,5603,1.119
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",county,2011,5541,0.617
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",county,2010,5507,-1.167
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",county,2009,5572,0
0500000US02220,"Sitka City and Borough, Alaska",county,2013,8945,0.404
0500000US02220,"Sitka City and Borough, Alaska",county,2012,8909,0.338
0500000US02220,"Sitka City and Borough, Alaska",county,2011,8879,-0.169
0500000US02220,"Sitka City and Borough, Alaska",county,2010,8894,0.942
0500000US02220,"Sitka City and Borough, Alaska",county,2009,8811,0
0500000US02230,"Skagway Municipality, Alaska",county,2013,1080,2.857
0500000US02230,"Skagway Municipality, Alaska",county,2012,1050,-4.977
0500000US02230,"Skagway Municipality, Alaska",county,2011,1105,-3.07
0500000US02230,"Skagway Municipality, Alaska",county,2010,1140,6.443
0500000US02230,"Skagway Municipality, Alaska",county,2009,1071,0
0500000US02240,"Southeast Fairbanks Census Area, Alaska",county,2013,7047,0.114
0500000US02240,"Southeast Fairbanks Census Area, Alaska",county,2012,7039,0.557
0500000US02240,"Southeast Fairbanks Census Area, Alaska",county,2011,7000,0.937
0500000US02240,"Southeast Fairbanks Census Area, Alaska",county,2010,6935,2.589
0500000US02240,"Southeast Fairbanks Census Area, Alaska",county,2009,6760,0
0500000US02261,"Valdez-Cordova Census Area, Alaska",county,2013,9682,0.707
0500000US02261,"Valdez-Cordova Census Area, Alaska",county,2012,9614,0.188
0500000US02261,"Valdez-Cordova Census Area, Alaska",county,2011,9596,-0.104
0500000US02261,"Valdez-Cordova Census Area, Alaska",county,2010,9606,0.808
0500000US02261,"Valdez-Cordova Census Area, Alaska",county,2009,9529,0
0500000US02270,"Wade Hampton Census Area, Alaska",county,2013,7678,1.615
0500000US02270,"Wade Hampton Census Area, Alaska",county,2012,7556,1.111
0500000US02270,"Wade Hampton Census Area, Alaska",county,2011,7473,1.014
0500000US02270,"Wade Hampton Census Area, Alaska",county,2010,7398,-2.362
0500000US02270,"Wade Hampton Census Area, Alaska",county,2009,7577,0
0500000US02275,"Wrangell City and Borough, Alaska",county,2013,2371,0.127
0500000US02275,"Wrangell City and Borough, Alaska",county,2012,2368,0.637
0500000US02275,"Wrangell City and Borough, Alaska",county,2011,2353,0.642
0500000US02275,"Wrangell City and Borough, Alaska",county,2010,2338,7.841
0500000US02275,"Wrangell City and Borough, Alaska",county,2009,2168,0
0500000US02282,"Yakutat City and Borough, Alaska",county,2013,607,-5.745
0500000US02282,"Yakutat City and Borough, Alaska",county,2012,644,-11.902
0500000US02282,"Yakutat City and Borough, Alaska",county,2011,731,14.577
0500000US02282,"Yakutat City and Borough, Alaska",county,2010,638,52.632
0500000US02282,"Yakutat City and Borough, Alaska",county,2009,418,0
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",county,2013,5656,0.337
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",county,2012,5637,0.428
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",county,2011,5613,-0.39
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",county,2010,5635,-3.062
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",county,2009,5813,0
0500000US04001,"Apache County, Arizona",county,2013,71978,0.503
0500000US04001,"Apache County, Arizona",county,2012,71618,1.004
0500000US04001,"Apache County, Arizona",county,2011,70906,0.845
0500000US04001,"Apache County, Arizona",county,2010,70312,1.4
0500000US04001,"Apache County, Arizona",county,2009,69341,0
0500000US04003,"Cochise County, Arizona",county,2013,131038,-0.061
0500000US04003,"Cochise County, Arizona",county,2012,131118,0.501
0500000US04003,"Cochise County, Arizona",county,2011,130464,0.925
0500000US04003,"Cochise County, Arizona",county,2010,129268,1.297
0500000US04003,"Cochise County, Arizona",county,2009,127613,0
0500000US04005,"Coconino County, Arizona",county,2013,134795,0.585
0500000US04005,"Coconino County, Arizona",county,2012,134011,0.777
0500000US04005,"Coconino County, Arizona",county,2011,132978,0.875
0500000US04005,"Coconino County, Arizona",county,2010,131824,3.544
0500000US04005,"Coconino County, Arizona",county,2009,127312,0
0500000US04007,"Gila County, Arizona",county,2013,53335,-0.189
0500000US04007,"Gila County, Arizona",county,2012,53436,0.105
0500000US04007,"Gila County, Arizona",county,2011,53380,0.203
0500000US04007,"Gila County, Arizona",county,2010,53272,2.743
0500000US04007,"Gila County, Arizona",county,2009,51850,0
0500000US04009,"Graham County, Arizona",county,2013,37168,0.143
0500000US04009,"Graham County, Arizona",county,2012,37115,1.076
0500000US04009,"Graham County, Arizona",county,2011,36720,1.915
0500000US04009,"Graham County, Arizona",county,2010,36030,3.594
0500000US04009,"Graham County, Arizona",county,2009,34780,0
0500000US04011,"Greenlee County, Arizona",county,2013,8679,1.013
0500000US04011,"Greenlee County, Arizona",county,2012,8592,1.416
0500000US04011,"Greenlee County, Arizona",county,2011,8472,1.851
0500000US04011,"Greenlee County, Arizona",county,2010,8318,7.704
0500000US04011,"Greenlee County, Arizona",county,2009,7723,0
0500000US04012,"La Paz County, Arizona",county,2013,20408,-0.254
0500000US04012,"La Paz County, Arizona",county,2012,20460,-0.297
0500000US04012,"La Paz County, Arizona",county,2011,20521,-0.136
0500000US04012,"La Paz County, Arizona",county,2010,20549,2.463
0500000US04012,"La Paz County, Arizona",county,2009,20055,0
0500000US04013,"Maricopa County, Arizona",county,2013,3889161,1.232
0500000US04013,"Maricopa County, Arizona",county,2012,3841819,1.144
0500000US04013,"Maricopa County, Arizona",county,2011,3798374,1.252
0500000US04013,"Maricopa County, Arizona",county,2010,3751410,-2.7
0500000US04013,"Maricopa County, Arizona",county,2009,3855521,0
0500000US04015,"Mohave County, Arizona",county,2013,201680,0.231
0500000US04015,"Mohave County, Arizona",county,2012,201216,0.262
0500000US04015,"Mohave County, Arizona",county,2011,200690,0.76
0500000US04015,"Mohave County, Arizona",county,2010,199177,3.207
0500000US04015,"Mohave County, Arizona",county,2009,192988,0
0500000US04017,"Navajo County, Arizona",county,2013,107326,-0.083
0500000US04017,"Navajo County, Arizona",county,2012,107415,-0.003
0500000US04017,"Navajo County, Arizona",county,2011,107418,0.334
0500000US04017,"Navajo County, Arizona",county,2010,107060,-3.076
0500000US04017,"Navajo County, Arizona",county,2009,110458,0
0500000US04019,"Pima County, Arizona",county,2013,986891,0.596
0500000US04019,"Pima County, Arizona",county,2012,981048,0.705
0500000US04019,"Pima County, Arizona",county,2011,974181,1.008
0500000US04019,"Pima County, Arizona",county,2010,964462,-2.601
0500000US04019,"Pima County, Arizona",county,2009,990213,0
0500000US04021,"Pinal County, Arizona",county,2013,379128,2.919
0500000US04021,"Pinal County, Arizona",county,2012,368374,4.738
0500000US04021,"Pinal County, Arizona",county,2011,351709,6.806
0500000US04021,"Pinal County, Arizona",county,2010,329297,11.207
0500000US04021,"Pinal County, Arizona",county,2009,296113,0
0500000US04023,"Santa Cruz County, Arizona",county,2013,47122,0.138
0500000US04023,"Santa Cruz County, Arizona",county,2012,47057,0.706
0500000US04023,"Santa Cruz County, Arizona",county,2011,46727,1.468
0500000US04023,"Santa Cruz County, Arizona",county,2010,46051,8.228
0500000US04023,"Santa Cruz County, Arizona",county,2009,42550,0
0500000US04025,"Yavapai County, Arizona",county,2013,211968,0.326
0500000US04025,"Yavapai County, Arizona",county,2012,211280,0.21
0500000US04025,"Yavapai County, Arizona",county,2011,210838,0.754
0500000US04025,"Yavapai County, Arizona",county,2010,209260,-0.05
0500000US04025,"Yavapai County, Arizona",county,2009,209365,0
0500000US04027,"Yuma County, Arizona",county,2013,199026,1.327
0500000US04027,"Yuma County, Arizona",county,2012,196420,1.25
0500000US04027,"Yuma County, Arizona",county,2011,193995,1.821
0500000US04027,"Yuma County, Arizona",county,2010,190526,0.816
0500000US04027,"Yuma County, Arizona",county,2009,188983,0
0500000US05001,"Arkansas County, Arkansas",county,2013,18957,-0.378
0500000US05001,"Arkansas County, Arkansas",county,2012,19029,-0.611
0500000US05001,"Arkansas County, Arkansas",county,2011,19146,-0.906
0500000US05001,"Arkansas County, Arkansas",county,2010,19321,-0.33
0500000US05001,"Arkansas County, Arkansas",county,2009,19385,0
0500000US05003,"Ashley County, Arkansas",county,2013,21645,-0.761
0500000US05003,"Ashley County, Arkansas",county,2012,21811,-0.706
0500000US05003,"Ashley County, Arkansas",county,2011,21966,-0.723
0500000US05003,"Ashley County, Arkansas",county,2010,22126,-0.945
0500000US05003,"Ashley County, Arkansas",county,2009,22337,0
0500000US05005,"Baxter County, Arkansas",county,2013,41281,-0.256
0500000US05005,"Baxter County, Arkansas",county,2012,41387,-0.337
0500000US05005,"Baxter County, Arkansas",county,2011,41527,0.336
0500000US05005,"Baxter County, Arkansas",county,2010,41388,-0.193
0500000US05005,"Baxter County, Arkansas",county,2009,41468,0
0500000US05007,"Benton County, Arkansas",county,2013,227439,2.437
0500000US05007,"Benton County, Arkansas",county,2012,222028,2.642
0500000US05007,"Benton County, Arkansas",county,2011,216314,3.05
0500000US05007,"Benton County, Arkansas",county,2010,209911,-0.01
0500000US05007,"Benton County, Arkansas",county,2009,209931,0
0500000US05009,"Boone County, Arkansas",county,2013,37099,0.181
0500000US05009,"Boone County, Arkansas",county,2012,37032,0.336
0500000US05009,"Boone County, Arkansas",county,2011,36908,0.539
0500000US05009,"Boone County, Arkansas",county,2010,36710,1.015
0500000US05009,"Boone County, Arkansas",county,2009,36341,0
0500000US05011,"Bradley County, Arkansas",county,2013,11418,-0.799
0500000US05011,"Bradley County, Arkansas",county,2012,11510,-0.604
0500000US05011,"Bradley County, Arkansas",county,2011,11580,-0.498
0500000US05011,"Bradley County, Arkansas",county,2010,11638,-2.749
0500000US05011,"Bradley County, Arkansas",county,2009,11967,0
0500000US05013,"Calhoun County, Arkansas",county,2013,5319,-1.005
0500000US05013,"Calhoun County, Arkansas",county,2012,5373,-0.812
0500000US05013,"Calhoun County, Arkansas",county,2011,5417,-2.026
0500000US05013,"Calhoun County, Arkansas",county,2010,5529,2.181
0500000US05013,"Calhoun County, Arkansas",county,2009,5411,0
0500000US05015,"Carroll County, Arkansas",county,2013,27531,0.769
0500000US05015,"Carroll County, Arkansas",county,2012,27321,0.648
0500000US05015,"Carroll County, Arkansas",county,2011,27145,0.645
0500000US05015,"Carroll County, Arkansas",county,2010,26971,-1.281
0500000US05015,"Carroll County, Arkansas",county,2009,27321,0
0500000US05017,"Chicot County, Arkansas",county,2013,11621,-1.174
0500000US05017,"Chicot County, Arkansas",county,2012,11759,-1.574
0500000US05017,"Chicot County, Arkansas",county,2011,11947,-1.281
0500000US05017,"Chicot County, Arkansas",county,2010,12102,-1.441
0500000US05017,"Chicot County, Arkansas",county,2009,12279,0
0500000US05019,"Clark County, Arkansas",county,2013,22912,-0.599
0500000US05019,"Clark County, Arkansas",county,2012,23050,-0.069
0500000US05019,"Clark County, Arkansas",county,2011,23066,-0.074
0500000US05019,"Clark County, Arkansas",county,2010,23083,-2.195
0500000US05019,"Clark County, Arkansas",county,2009,23601,0
0500000US05021,"Clay County, Arkansas",county,2013,15790,-1.195
0500000US05021,"Clay County, Arkansas",county,2012,15981,-0.961
0500000US05021,"Clay County, Arkansas",county,2011,16136,-0.988
0500000US05021,"Clay County, Arkansas",county,2010,16297,1.571
0500000US05021,"Clay County, Arkansas",county,2009,16045,0
0500000US05023,"Cleburne County, Arkansas",county,2013,25856,0.027
0500000US05023,"Cleburne County, Arkansas",county,2012,25849,0.237
0500000US05023,"Cleburne County, Arkansas",county,2011,25788,0.374
0500000US05023,"Cleburne County, Arkansas",county,2010,25692,1.582
0500000US05023,"Cleburne County, Arkansas",county,2009,25292,0
0500000US05025,"Cleveland County, Arkansas",county,2013,8648,-0.426
0500000US05025,"Cleveland County, Arkansas",county,2012,8685,-0.607
0500000US05025,"Cleveland County, Arkansas",county,2011,8738,-0.354
0500000US05025,"Cleveland County, Arkansas",county,2010,8769,1.493
0500000US05025,"Cleveland County, Arkansas",county,2009,8640,0
0500000US05027,"Columbia County, Arkansas",county,2013,24512,-0.536
0500000US05027,"Columbia County, Arkansas",county,2012,24644,0.15
0500000US05027,"Columbia County, Arkansas",county,2011,24607,-0.602
0500000US05027,"Columbia County, Arkansas",county,2010,24756,1.91
0500000US05027,"Columbia County, Arkansas",county,2009,24292,0
0500000US05029,"Conway County, Arkansas",county,2013,21235,0.151
0500000US05029,"Conway County, Arkansas",county,2012,21203,0.184
0500000US05029,"Conway County, Arkansas",county,2011,21164,0.499
0500000US05029,"Conway County, Arkansas",county,2010,21059,2.134
0500000US05029,"Conway County, Arkansas",county,2009,20619,0
0500000US05031,"Craighead County, Arkansas",county,2013,98398,1.746
0500000US05031,"Craighead County, Arkansas",county,2012,96709,1.763
0500000US05031,"Craighead County, Arkansas",county,2011,95034,1.827
0500000US05031,"Craighead County, Arkansas",county,2010,93329,2.028
0500000US05031,"Craighead County, Arkansas",county,2009,91474,0
0500000US05033,"Crawford County, Arkansas",county,2013,61796,0.204
0500000US05033,"Crawford County, Arkansas",county,2012,61670,0.545
0500000US05033,"Crawford County, Arkansas",county,2011,61336,0.918
0500000US05033,"Crawford County, Arkansas",county,2010,60778,3.47
0500000US05033,"Crawford County, Arkansas",county,2009,58740,0
0500000US05035,"Crittenden County, Arkansas",county,2013,50447,-0.338
0500000US05035,"Crittenden County, Arkansas",county,2012,50618,-0.164
0500000US05035,"Crittenden County, Arkansas",county,2011,50701,0.055
0500000US05035,"Crittenden County, Arkansas",county,2010,50673,-2.923
0500000US05035,"Crittenden County, Arkansas",county,2009,52199,0
0500000US05037,"Cross County, Arkansas",county,2013,17760,-0.732
0500000US05037,"Cross County, Arkansas",county,2012,17891,-0.561
0500000US05037,"Cross County, Arkansas",county,2011,17992,-0.838
0500000US05037,"Cross County, Arkansas",county,2010,18144,-3.494
0500000US05037,"Cross County, Arkansas",county,2009,18801,0
0500000US05039,"Dallas County, Arkansas",county,2013,8045,-0.948
0500000US05039,"Dallas County, Arkansas",county,2012,8122,-0.951
0500000US05039,"Dallas County, Arkansas",county,2011,8200,-0.966
0500000US05039,"Dallas County, Arkansas",county,2010,8280,0.804
0500000US05039,"Dallas County, Arkansas",county,2009,8214,0
0500000US05041,"Desha County, Arkansas",county,2013,12774,-1.145
0500000US05041,"Desha County, Arkansas",county,2012,12922,-1.592
0500000US05041,"Desha County, Arkansas",county,2011,13131,-1.648
0500000US05041,"Desha County, Arkansas",county,2010,13351,-2.81
0500000US05041,"Desha County, Arkansas",county,2009,13737,0
0500000US05043,"Drew County, Arkansas",county,2013,18686,0.381
0500000US05043,"Drew County, Arkansas",county,2012,18615,0.627
0500000US05043,"Drew County, Arkansas",county,2011,18499,-0.253
0500000US05043,"Drew County, Arkansas",county,2010,18546,-0.818
0500000US05043,"Drew County, Arkansas",county,2009,18699,0
0500000US05045,"Faulkner County, Arkansas",county,2013,115928,1.933
0500000US05045,"Faulkner County, Arkansas",county,2012,113730,2.406
0500000US05045,"Faulkner County, Arkansas",county,2011,111058,2.476
0500000US05045,"Faulkner County, Arkansas",county,2010,108375,3.74
0500000US05045,"Faulkner County, Arkansas",county,2009,104468,0
0500000US05047,"Franklin County, Arkansas",county,2013,18063,-0.26
0500000US05047,"Franklin County, Arkansas",county,2012,18110,-0.259
0500000US05047,"Franklin County, Arkansas",county,2011,18157,-0.105
0500000US05047,"Franklin County, Arkansas",county,2010,18176,0.771
0500000US05047,"Franklin County, Arkansas",county,2009,18037,0
0500000US05049,"Fulton County, Arkansas",county,2013,12266,-0.285
0500000US05049,"Fulton County, Arkansas",county,2012,12301,0
0500000US05049,"Fulton County, Arkansas",county,2011,12301,0.31
0500000US05049,"Fulton County, Arkansas",county,2010,12263,4.812
0500000US05049,"Fulton County, Arkansas",county,2009,11700,0
0500000US05051,"Garland County, Arkansas",county,2013,96547,0.31
